"Record Length"	2002	"Points"	-1.000458e-007	0.00197902
"Sample Interval"	1e-010	s	-9.994579e-008	-0.00190872
"Trigger Point"	1000	"Samples"	-9.984579e-008	0.00125913
"Trigger Time"	0.457921	s	-9.974579e-008	0.00401784
			-9.964579e-008	0.0019186
"Horizontal Offset"	-1.00046e-007	s	-9.954579e-008	0.00167346
			-9.944579e-008	0.000713606
			-9.934579e-008	-0.000406796
			-9.924579e-008	0.00131956
			-9.914579e-008	0.00208088
			-9.904579e-008	-0.000241066
			-9.894579e-008	-8.22417e-005
			-9.884579e-008	-0.00242145
			-9.874579e-008	0.00014391
			-9.864579e-008	0.0016303
			-9.854579e-008	0.0026264
			-9.844579e-008	0.00328587
			-9.834579e-008	-0.00167394
			-9.824579e-008	-0.0030602
			-9.814579e-008	-0.000196181
			-9.804579e-008	-0.00167912
			-9.794579e-008	0.00152154
			-9.784579e-008	0.00283529
			-9.774579e-008	0.00292334
			-9.764579e-008	0.00128158
			-9.754579e-008	-0.000541451
			-9.744579e-008	0.00487757
			-9.734579e-008	0.00915546
			-9.724579e-008	0.00428025
			-9.714579e-008	0.0049518
			-9.704579e-008	0.00765181
			-9.694579e-008	0.00511235
			-9.684579e-008	0.00330486
			-9.674579e-008	0.00227078
			-9.664579e-008	0.00100191
			-9.654579e-008	0.00213267
			-9.644579e-008	0.000547877
			-9.634579e-008	-0.00270802
			-9.624579e-008	-0.000216897
			-9.614579e-008	0.00159232
			-9.604579e-008	-0.00112323
			-9.594579e-008	-0.004279
			-9.584579e-008	-0.00291518
			-9.574579e-008	-0.00218149
			-9.564579e-008	-0.00191217
			-9.554579e-008	-0.00100239
			-9.544579e-008	0.000753312
			-9.534579e-008	0.00157851
			-9.524579e-008	0.000244039
			-9.514579e-008	0.00160613
			-9.504579e-008	0.00100536
			-9.494579e-008	-0.00260617
			-9.484579e-008	-0.000434417
			-9.474579e-008	0.00132301
			-9.464579e-008	0.000775755
			-9.454579e-008	0.000109383
			-9.444579e-008	2.3495e-006
